timestamp,Ct,prediction,anomalyScore
2007-12-28 00:00:00,0.777,0.894,1.1013765798679591
2007-12-29 00:00:00,0.91,0.864,0.61142037392503812
2007-12-30 00:00:00,0.941,0.812,3.5102937112703159
2007-12-31 00:00:00,0.799,0.803,1.4185370216332946
2008-01-01 00:00:00,0.882,0.816,3.1729168132671215
2008-01-02 00:00:00,0.778,0.816,1.3836357744469654
2008-01-03 00:00:00,0.782,0.816,2.2444714483868959
2008-01-04 00:00:00,0.796,0.821,0.71261897600527546
2008-01-05 00:00:00,0.933,0.885,0.98345974721086427
2008-01-06 00:00:00,0.871,0.808,2.4496344303348172
2008-01-07 00:00:00,0.793,0.816,11.752998419330366
2008-01-08 00:00:00,0.8,0.815,3.5071337045272695
2008-01-09 00:00:00,0.807,0.815,4.1700056956490297
2008-01-10 00:00:00,0.82,0.819,6.3385542115507478
2008-01-11 00:00:00,0.813,0.816,1.8190656330946058
2008-01-12 00:00:00,0.898,0.864,0.71271095278519403
2008-01-13 00:00:00,0.864,0.812,2.2466983805540974
2008-01-14 00:00:00,0.801,0.816,4.5614073866940137
2008-01-15 00:00:00,0.81,0.814,4.7107731419046157
2008-01-16 00:00:00,0.831,0.819,3.1604520745410736
2008-01-17 00:00:00,0.828,0.819,5.5772340786191155
2008-01-18 00:00:00,0.814,0.901,1.1825947620840347
2008-01-19 00:00:00,0.897,0.808,0.81848244437037498
2008-01-20 00:00:00,0.926,0.808,3.864418388030102
2008-01-21 00:00:00,0.841,0.816,0.45732108473677269
2008-01-22 00:00:00,0.796,0.816,9.5226564849383593
2008-01-23 00:00:00,0.814,0.83,2.5246403555044798
2008-01-24 00:00:00,0.814,0.811,4.814104742738837
2008-01-25 00:00:00,0.815,0.901,1.9848325393892461
2008-01-26 00:00:00,0.901,0.864,0.73616236604518859
2008-01-27 00:00:00,0.857,0.816,2.686565226530814
2008-01-28 00:00:00,0.818,0.816,6.9250799088244577
2008-01-29 00:00:00,0.817,0.814,7.8627654669240048
2008-01-30 00:00:00,0.811,0.83,3.05332668282032
2008-01-31 00:00:00,0.819,0.819,2.7432226366622094
2008-02-01 00:00:00,0.8,0.894,1.3409679529878518
2008-02-02 00:00:00,0.943,0.864,1.3615261420881644
2008-02-03 00:00:00,0.745,0.811,2.9794707439209858
2008-02-04 00:00:00,0.81,0.817,7.9995381648025887
2008-02-05 00:00:00,0.811,0.814,8.7410569947802959
2008-02-06 00:00:00,0.832,0.819,5.4238392005615772
2008-02-07 00:00:00,0.814,0.819,6.2144695757492023
2008-02-08 00:00:00,0.821,0.891,1.4780004396315174
2008-02-09 00:00:00,0.916,0.864,0.96957805195817104
2008-02-10 00:00:00,0.867,0.811,3.1813368924936727
2008-02-11 00:00:00,0.806,0.811,7.5631557042853732
2008-02-12 00:00:00,0.804,0.814,7.4035759047910012
2008-02-13 00:00:00,0.764,0.819,2.7277614712077192
2008-02-14 00:00:00,0.816,0.819,3.1069745859780942
2008-02-15 00:00:00,0.821,0.891,1.3724823989058201
2008-02-16 00:00:00,0.906,0.864,1.0941128167959571
2008-02-17 00:00:00,0.683,0.811,5.1758615385645417
2008-02-18 00:00:00,0.824,0.796,0.45773832537223069
2008-02-19 00:00:00,0.801,0.817,4.7817145229178557
2008-02-20 00:00:00,0.82,0.819,2.552223256432899
2008-02-21 00:00:00,0.832,0.811,3.1673642771717843
2008-02-22 00:00:00,0.684,0.901,1.5407496964159948
2008-02-23 00:00:00,0.911,0.864,0.8317372823746958
2008-02-24 00:00:00,0.967,0.817,5.3084588153172856
2008-02-25 00:00:00,0.823,0.817,21.226302883332263
2008-02-26 00:00:00,0.807,0.814,4.1637687730461215
2008-02-27 00:00:00,0.833,0.82,5.1835082224658509
2008-02-28 00:00:00,0.813,0.82,3.1225424840129454
2008-02-29 00:00:00,0.823,0.901,2.7796534187481079
2008-03-01 00:00:00,0.882,0.864,1.8550199352602355
2008-03-02 00:00:00,0.918,0.811,2.849405376679631
2008-03-03 00:00:00,0.814,0.811,4.9149871193772707
2008-03-04 00:00:00,0.797,0.814,5.7517692448697577
2008-03-05 00:00:00,0.819,0.82,4.4630741129582407
2008-03-06 00:00:00,0.81,0.82,5.33582595025673
2008-03-07 00:00:00,0.833,0.891,1.3109140686308578
2008-03-08 00:00:00,0.919,0.864,0.96579574751490205
2008-03-09 00:00:00,0.921,0.809,2.5093312194127031
2008-03-10 00:00:00,0.828,0.811,9.1037597816110551
2008-03-11 00:00:00,0.81,0.814,7.6434146301266495
2008-03-12 00:00:00,0.825,0.817,2.9774478514224119
2008-03-13 00:00:00,0.817,0.82,4.1357420431049254
2008-03-14 00:00:00,0.817,0.891,1.3691437485885316
2008-03-15 00:00:00,0.91,0.809,0.70519672525850163
2008-03-16 00:00:00,0.857,0.811,1.9056866127982852
2008-03-17 00:00:00,0.819,0.811,14.059763477311801
2008-03-18 00:00:00,0.81,0.814,4.3753852371443127
2008-03-19 00:00:00,0.826,0.819,7.51061579093503
2008-03-20 00:00:00,0.818,0.819,10.037926936013072
2008-03-21 00:00:00,0.805,0.882,1.7848445392209502
2008-03-22 00:00:00,0.886,0.864,1.4303227053876744
2008-03-23 00:00:00,0.97,0.811,2.8852100625933499
2008-03-24 00:00:00,0.826,0.811,12.83351109141182
2008-03-25 00:00:00,0.809,0.819,3.7554305102029666
2008-03-26 00:00:00,0.828,0.817,5.2025793098147934
2008-03-27 00:00:00,0.814,0.811,3.4751354493916446
2008-03-28 00:00:00,0.822,0.901,3.2571935594480301
2008-03-29 00:00:00,0.917,0.864,1.1915824623617894
2008-03-30 00:00:00,0.915,0.811,2.446583625425554
2008-03-31 00:00:00,0.824,0.811,8.9471126168393873
2008-04-01 00:00:00,0.813,0.827,5.6094846296825231
2008-04-02 00:00:00,0.823,0.814,12.45143186856917
2008-04-03 00:00:00,0.819,0.819,5.1896319192756666
2008-04-04 00:00:00,0.814,0.901,1.5449686250099068
2008-04-05 00:00:00,0.864,0.809,0.63226314067562628
2008-04-06 00:00:00,0.976,0.817,4.1948514930802796
2008-04-07 00:00:00,0.813,0.811,9.8125452906906379
2008-04-08 00:00:00,0.822,0.814,5.6797011001837472
